SPDR Gold Shares (New York Stock Exchange Arca),
"The "SPDR" trademark is used under license from The McGraw-Hill Companies, Inc. ("McGraw-Hill"). No financial product offered by SPDR" Gold Trust, or its affiliates is sponsored, endorsed, sold or promoted by McGraw-Hill."
"Note: This document is for information purposes only and is subject to change without notice. No part of this document may be reproduced in any manner without the written permission of SPDR Gold Shares spdrgoldshares@ssga.com. Under no circumstances should it be used or considered as an offer to sell or a solicitation of any offer to buy the securities or other instruments mentioned in it"
"Note: SPDR Gold Shares does not represent that this information is accurate or complete and it should not be relied upon as such. SPDR Gold Shares is not responsible for any loss, damage, expense or claim, howsoever arising, suffered as a result of reliance on the data contained within this file."
"Note: On dates where the LBMA Gold Price is not published the most recently available LBMA Gold Price is used."
"*Note:  Since March 20, 2015, the Trust has been using the LBMA Gold Price PM as the price of gold in determining the value of the Trust's gold.  Before that date, the Trust used the London PM Fix, which was discontinued on March 19, 2015. All references to LBMA gold price have been provided for informational purposes only. ICE benchmark administration limited accepts no liability or responsibility for the accuracy of the prices or the underlying product to which the prices may be referenced."
Date, GLD Close, LBMA Gold Price, NAV per GLD in Gold, NAV/share at 10.30 a.m. NYT, Indicative Price of GLD at 4.15 p.m. NYT, Mid point of bid/ask spread at 4.15 p.m. NYT#, Premium/Discount of GLD mid point v Indicative Value of GLD at 4.15 p.m. NYT, Daily Share Volume, Total Net Asset Value Ounces in the Trust as at 4.15 p.m. NYT, Total Net Asset Value Tonnes in the Trust as at 4.15 p.m. NYT, Total Net Asset Value in the Trust
08-Oct-2007, 72.53, $733.75, 98.863480, 72.5410762, 72.502, $72.53, -0.039%, 3447300, 18578347.19, 577.85, 13630468218.28
09-Oct-2007, 73.09, $736.00, 98.862420, 72.76274437, 72.980, $73.03, -0.062%, 7415500, 18825503.24, 585.53, 13854026519.16
10-Oct-2007, 73.36, $741.25, 98.861420, 73.2810268, 73.256, $73.39, -0.183%, 4596400, 18825503.24, 585.53, 13952707503.14
11-Oct-2007, 73.91, $741.25, 98.860460, 74.0464845, 73.873, $73.91, -0.043%, 10290200, 19023224.16, 591.68, 14246543617.09
12-Oct-2007, 74.59, $749.50, 98.859390, 74.09510914, 74.159, $74.26, -0.129%, 3598200, 19072653.86, 593.22, 14292946554.83
15-Oct-2007, 75.14, $758.85, 98.856330, 75.01712812, 75.081, $75.14, -0.072%, 6702000, 19072653.86, 593.22, 14470804014.16
16-Oct-2007, 75.05, $756.75, 98.855200, 74.80867442, 75.081, $75.13, -0.059%, 6702000, 19112195.94, 594.45, 14460516764.88
17-Oct-2007, 74.50, $762.50, 98.854260, 75.37636946, 74.650, $74.62, 0.040%, 8929300, 19112195.94, 594.45, 14570252215.78
18-Oct-2007, 76.00, $764.15, 98.853210, 75.53868246, 76.003, $75.99, 0.017%, 5638500, 19112195.94, 594.45, 14601627319.49
19-Oct-2007, 75.70, $763.00, 98.852100, 75.42415167, 75.721, $75.65, 0.094%, 9502600, 19112195.94, 594.45, 14579488517.19
22-Oct-2007, 74.60, $751.25, 98.848480, 74.25992424, 74.561, $74.57, -0.012%, 8627100, 19112195.94, 594.45, 14354443355.49
23-Oct-2007, 75.23, $758.25, 98.847630, 74.95121548, 75.114, $75.13, -0.015%, 3064700, 19112195.94, 594.45, 14488069951.96
24-Oct-2007, 75.52, $757.50, 98.846520, 74.87623998, 75.504, $75.53, -0.028%, 5657700, 19112195.94, 594.45, 14473577188.72
25-Oct-2007, 76.03, $767.50, 98.845790, 75.86414092, 76.037, $76.05, -0.017%, 5930100, 19211041.73, 597.53, 14740402582.91
26-Oct-2007, 77.69, $779.15, 98.845110, 77.01516844, 77.633, $77.66, -0.035%, 8542500, 19211041.73, 597.53, 14964047227.68
29-Oct-2007, 78.12, $788.50, 98.842220, 77.93708974, 78.194, $78.13, 0.082%, 6879900, 19211041.73, 597.53, 15143176536.08
30-Oct-2007, 77.35, $783.25, 98.840930, 77.41715759, 77.244, $77.38, -0.169%, 6879900, 19211041.73, 597.53, 15042153719.66
31-Oct-2007, 78.62, $789.50, 98.840930, 78.03425923, 78.632, $78.64, -0.010%, 8813700, 19211041.73, 597.53, 15162056569.12
01-Nov-2007, 77.93, $790.25, 98.839050, 78.10755807, 77.860, $77.97, -0.141%, 7544100, 19211041.73, 597.53, 15176298532.98
02-Nov-2007, 79.83, $796.50, 98.838230, 78.72465215, 79.767, $79.81, -0.054%, 9903600, 19211041.73, 597.53, 15296199912.36
05-Nov-2007, 79.75, $804.75, 98.835360, 79.53775804, 79.701, $79.74, -0.049%, 5024300, 19211041.73, 597.53, 15454186386.47
06-Nov-2007, 81.43, $822.50, 98.835090, 81.29186454, 81.475, $81.40, 0.092%, 7677325, 19205266.36, 597.35, 15795009279.27
07-Nov-2007, 82.24, $834.50, 98.834130, 82.47708106, 82.274, $82.29, -0.019%, 16463500, 19205266.36, 597.35, 16025296850.90
08-Nov-2007, 82.23, $841.10, 98.833120, 83.1285363, 82.229, $82.21, 0.023%, 17344800, 19274449.54, 599.50, 16210064579.20
09-Nov-2007, 82.18, $831.50, 98.831920, 82.17873973, 82.213, $82.24, -0.033%, 6938700, 19274449.54, 599.50, 16024854246.80
12-Nov-2007, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
13-Nov-2007, 79.12, $804.25, 98.827130, 79.48171651, 79.106, $79.14, 0.043%, 11436900, 18928554.59, 588.74, 15220748701.58
14-Nov-2007, 80.28, $813.50, 98.826230, 80.39513896, 80.257, $80.28, 0.022%, 5698200, 18928554.59, 588.74, 15395669110.01
15-Nov-2007, 77.95, $794.00, 98.824720, 78.46682831, 77.944, $77.92, -0.031%, 10895300, 18928554.59, 588.74, 15026397620.87
16-Nov-2007, 77.75, $789.75, 98.823540, 78.04588759, 77.784, $77.79, 0.008%, 8064300, 18928554.59, 588.74, 14945787472.61
19-Nov-2007, 77.24, $778.85, 98.819980, 76.96593799, 77.205, $77.23, 0.026%, 6064300, 18928554.59, 588.74, 14738977125.68
20-Nov-2007, 79.47, $795.50, 98.819390, 78.61082289, 79.366, $79.47, 0.125%, 12053000, 18928554.59, 588.74, 15053972582.71
21-Nov-2007, 79.36, $798.00, 98.818380, 78.85706776, 79.247, $79.39, 0.180%, 7261000, 18928554.59, 588.74, 15101128475.54
22-Nov-2007, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
23-Nov-2007, 81.25, $815.25, 98.816760, 80.56036759, 81.396, $81.18, -0.272%, 5199100, 18928554.59, 588.74, 15427310393.05
26-Nov-2007, 81.30, $830.00, 98.814030, 82.01564658, 81.230, $81.32, 0.105%, 7432800, 19007605.81, 591.20, 15771608835.75
27-Nov-2007, 80.10, $810.75, 98.812250, 80.11203117, 80.171, $80.24, 0.080%, 7228300, 19590598.09, 609.33, 15878204581.09
28-Nov-2007, 79.57, $801.75, 98.810830, 79.22157983, 79.646, $79.62, -0.033%, 9703000, 19590598.09, 609.33, 15701717122.80
29-Nov-2007, 78.28, $794.50, 98.809450, 78.50411085, 78.385, $78.37, -0.026%, 9292100, 19590598.09, 609.33, 15559514769.57
30-Nov-2007, 77.32, $783.50, 98.807910, 77.41599413, 77.376, $77.38, -0.001%, 9446800, 19343578.31, 601.65, 15150310043.28
03-Dec-2007, 78.28, $784.25, 98.804690, 77.48758038, 78.216, $78.26, 0.050%, 6225900, 19343578.31, 601.65, 15164319481.09
04-Dec-2007, 79.24, $797.50, 98.804250, 78.79638682, 79.305, $79.40, 0.113%, 7704900, 19337313.49, 601.45, 15420452900.60
05-Dec-2007, 78.63, $793.00, 98.803130, 78.35087865, 78.643, $78.67, 0.034%, 7684600, 19337313.49, 601.45, 15333266952.27
06-Dec-2007, 79.37, $801.50, 98.802130, 79.18990434, 79.199, $79.33, -0.165%, 6811400, 19366954.13, 602.37, 15521221251.97
07-Dec-2007, 78.60, $792.50, 98.800940, 78.29974734, 78.650, $78.57, -0.108%, 8328400, 19366954.13, 602.37, 15346750479.42
10-Dec-2007, 80.00, $809.50, 98.797950, 79.97694156, 79.937, $79.96, 0.029%, 4846700, 19762145.93, 614.67, 15995388308.37
11-Dec-2007, 78.84, $808.75, 98.796860, 79.90195785, 78.721, $78.80, 0.100%, 9563400, 19762145.93, 614.67, 15980391569.42
12-Dec-2007, 80.49, $814.00, 98.795860, 80.41983285, 80.405, $80.47, 0.081%, 9697000, 19801664.27, 615.90, 16116134502.96
13-Dec-2007, 78.83, $800.70, 98.794530, 79.10478363, 78.714, $78.86, 0.179%, 9552000, 19801664.27, 615.90, 15852598639.16
14-Dec-2007, 78.50, $789.50, 98.793220, 77.99724902, 78.515, $78.53, 0.006%, 6809700, 19801664.27, 615.90, 15630648702.68
17-Dec-2007, 78.50, $790.75, 98.790010, 78.11819677, 78.182, $78.06, -0.182%, 6493430, 19851059.27, 617.43, 15693945733.25
18-Dec-2007, 78.02, $804.25, 98.789270, 79.45126983, 79.263, $79.18, -0.010%, 6755705, 19851059.27, 617.43, 15961760108.12
19-Dec-2007, 79.28, $799.75, 98.788070, 79.00575608, 79.248, $79.26, 0.034%, 5638300, 19851059.27, 617.43, 15872256396.95
20-Dec-2007, 78.70, $795.25, 98.786860, 78.56024722, 78.703, $78.63, -0.099%, 6327730, 19851059.27, 617.43, 15782753666.64
21-Dec-2007, 80.09, $810.50, 98.786220, 80.06623216, 80.105, $80.06, -0.050%, 4582100, 19851059.27, 617.43, 16085306041.31
24-Dec-2007, 80.17, $810.25, 98.782970, 80.03889748, 79.184, $80.17, 1.230%, 2863500, 19851059.27, 617.43, 16079814504.67
25-Dec-2007, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
26-Dec-2007, 81.52, $810.50, 98.780800, 80.03714322, 81.499, $81.62, 0.142%, 5849100, 20186913.99, 627.88, 16351588359.18
27-Dec-2007, 81.50, $829.00, 98.780380, 81.88893614, 81.469, $81.52, 0.063%, 5043196, 20186913.99, 627.88, 16729909653.09
28-Dec-2007, 82.94, $833.75, 98.779470, 82.3573818, 82.885, $82.97, 0.096%, 5141898, 20186913.99, 627.88, 16825613102.25
31-Dec-2007, 82.33, $833.75, 98.776330, 82.62639913, 82.347, $82.34, -0.002%, 3815254, 20186913.99, 627.88, 16880573342.56
01-Jan-2008, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
02-Jan-2008, 84.81, $846.75, 98.774590, 83.63738111, 84.750, $84.83, 0.088%, 12287722, 20186913.99, 627.88, 17087116960.28
03-Jan-2008, 85.51, $858.85, 98.774010, 84.83205427, 85.286, $85.62, 0.285%, 9537009, 20186913.99, 627.88, 17331188686.69
04-Jan-2008, 85.08, $855.00, 98.772760, 84.45070969, 85.286, $85.11, -0.213%, 8372915, 20246177.65, 629.72, 17303950414.58
07-Jan-2008, 84.75, $859.25, 98.769710, 84.86787133, 84.727, $84.73, 0.039%, 6943505, 20555672.94, 639.35, 17661004030.81
08-Jan-2008, 86.78, $873.50, 98.768760, 86.2745104, 86.684, $86.78, 0.105%, 9560800, 20555672.94, 639.35, 17953725614.88
09-Jan-2008, 86.52, $877.00, 98.767710, 86.61928365, 86.634, $86.55, -0.114%, 10077400, 20555672.94, 639.35, 18025472928.58
10-Jan-2008, 88.20, $884.25, 98.766710, 87.33446605, 88.178, $88.23, 0.053%, 12891755, 20634686.31, 641.81, 18244169955.43
11-Jan-2008, 88.56, $891.00, 98.765710, 88.00025192, 88.469, $88.55, 0.086%, 6975348, 20634686.31, 641.81, 18383252625.49
14-Jan-2008, 89.54, $902.00, 98.762640, 89.08390289, 89.459, $89.54, 0.085%, 10067336, 20980355.55, 652.56, 18921420967.59
15-Jan-2008, 88.03, $913.00, 98.761740, 90.16946794, 87.868, $88.06, 0.218%, 23833800, 20980355.55, 652.56, 19151994991.43
16-Jan-2008, 86.68, $889.75, 98.760240, 87.87192649, 86.736, $86.65, -0.099%, 26915009, 20289033.87, 631.05, 18048893720.95
17-Jan-2008, 86.54, $889.75, 98.759130, 87.72279799, 86.647, $86.53, -0.135%, 13569100, 20249530.22, 629.83, 17983173588.67
18-Jan-2008, 87.42, $882.00, 98.757910, 87.10447969, 87.283, $87.42, 0.157%, 9092084, 20022387.02, 622.76, 17656078039.68
21-Jan-2008, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
22-Jan-2008, 88.10, $875.00, 98.753410, 86.40923174, 88.136, $88.22, 0.095%, 20676782, 20022387.02, 622.76, 17515151272.89
23-Jan-2008, 87.77, $888.25, 98.752700, 87.71708459, 87.949, $87.88, -0.079%, 20676782, 20269268.77, 630.44, 17999545761.15
24-Jan-2008, 90.08, $909.25, 98.752200, 89.79044096, 90.076, $90.10, 0.027%, 14277753, 20279143.99, 630.75, 18433977529.16
25-Jan-2008, 90.30, $918.25, 98.751380, 90.67845012, 90.219, $90.29, 0.079%, 9699221, 20279143.99, 630.75, 18616285808.76
28-Jan-2008, 91.80, $921.75, 98.748240, 91.0211885, 91.742, $91.79, 0.052%, 8530248, 20279143.99, 630.75, 18686649999.33
29-Jan-2008, 91.12, $924.50, 98.747240, 91.29182781, 91.228, $91.13, -0.108%, 9088590, 20279143.99, 630.75, 18742212248.95
30-Jan-2008, 92.00, $919.00, 98.745980, 90.74755375, 91.800, $92.11, 0.337%, 14331405, 20279143.99, 630.75, 18630472785.19
31-Jan-2008, 91.42, $923.25, 98.745040, 91.16636158, 91.413, $91.44, 0.030%, 7756069, 20318642.01, 631.98, 18752920576.36
01-Feb-2008, 89.90, $914.75, 98.743650, 90.32575839, 89.318, $89.92, 0.669%, 19631186, 20298893.28, 631.36, 18561943349.76
04-Feb-2008, 88.47, $893.75, 98.739550, 88.24847208, 89.165, $88.48, -0.774%, 10279374, 20292099.86, 631.15, 18135061021.47
05-Feb-2008, 88.32, $887.50, 98.738430, 87.63035546, 87.679, $88.34, 0.748%, 11167683, 20292099.86, 631.15, 18008038046.83
06-Feb-2008, 89.47, $903.00, 98.737460, 89.15992603, 88.888, $89.49, 0.673%, 8781561, 20292099.86, 631.15, 18322364799.41
07-Feb-2008, 89.65, $899.75, 98.736350, 88.83803117, 89.835, $89.67, -0.184%, 8781561, 20292099.86, 631.15, 18256215404.56
08-Feb-2008, 90.43, $916.25, 98.735420, 90.46633243, 90.890, $90.44, -0.498%, 9110642, 20292099.86, 631.15, 18590831314.86
11-Feb-2008, 91.12, $918.00, 98.732200, 90.63616011, 91.263, $91.13, -0.146%, 6831824, 20292099.86, 631.15, 18625730901.71
12-Feb-2008, 89.30, $917.00, 98.731100, 90.5364229, 89.371, $89.30, -0.085%, 10224787, 20292099.86, 631.15, 18605234906.62
13-Feb-2008, 89.41, $899.00, 98.729740, 88.75804, 89.389, $89.40, 0.012%, 10086399, 20292099.86, 631.15, 18239777218.99
14-Feb-2008, 89.69, $906.00, 98.728780, 89.44827481, 89.635, $89.70, 0.072%, 6880469, 20292099.86, 631.15, 18381620473.37
15-Feb-2008, 89.15, $912.50, 98.727810, 90.0891301, 89.156, $89.11, -0.052%, 5584453, 20292099.86, 631.15, 18513316234.58
18-Feb-2008, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
19-Feb-2008, 91.58, $924.00, 98.723750, 91.22074624, 91.477, $91.56, 0.091%, 8333611, 20292099.86, 631.15, 18745863353.29
20-Feb-2008, 93.23, $920.00, 98.722580, 90.82477085, 93.327, $93.21, -0.126%, 10628381, 20292099.86, 631.15, 18664490409.25
21-Feb-2008, 93.24, $945.00, 98.722090, 93.29237374, 93.208, $93.25, 0.045%, 12949710, 20292099.86, 631.15, 19171582803.88
22-Feb-2008, 93.29, $943.00, 98.720960, 93.0938635, 93.340, $93.39, 0.054%, 7562715, 20292099.86, 631.15, 19130788949.38
25-Feb-2008, 92.11, $937.75, 98.717570, 92.57239728, 92.773, $92.41, -0.393%, 11950923, 20558637.30, 639.44, 19273573125.46
26-Feb-2008, 92.15, $937.00, 98.716460, 92.49732516, 93.668, $93.22, -0.481%, 8472752, 20558637.30, 639.44, 19257943099.23
27-Feb-2008, 93.95, $959.50, 98.716040, 94.7180419, 94.599, $94.57, -0.031%, 9907356, 20558637.30, 639.44, 19720296323.22
28-Feb-2008, 95.98, $959.75, 98.714970, 94.74168979, 95.255, $95.39, 0.142%, 11154896, 20558637.30, 639.44, 19725219813.39
29-Feb-2008, 96.16, $971.50, 98.714240, 95.90088851, 95.989, $96.06, 0.074%, 9345704, 20558637.30, 639.44, 19966564987.57
03-Mar-2008, 97.22, $988.50, 98.711560, 97.57637639, 97.105, $97.31, 0.211%, 11467095, 20825158.51, 647.73, 20578857781.77
04-Mar-2008, 95.17, $984.75, 98.710350, 97.20502025, 95.141, $95.29, 0.156%, 21338114, 20825158.51, 647.73, 20500538771.44
05-Mar-2008, 97.70, $974.50, 98.708920, 96.19183771, 97.568, $97.36, -0.214%, 15337709, 20825158.51, 647.73, 20286858572.55
06-Mar-2008, 96.47, $976.50, 98.707910, 96.38826985, 96.644, $96.13, -0.535%, 18540759, 20819829.29, 647.56, 20328286111.38
07-Mar-2008, 96.09, $972.50, 98.706780, 95.992342, 96.066, $95.89, -0.184%, 10066495, 20819829.29, 647.56, 20244784931.12
10-Mar-2008, 95.87, $969.25, 98.703490, 95.66835302, 96.073, $95.37, -0.737%, 10851906, 21056717.67, 654.93, 20406059711.18
11-Mar-2008, 95.98, $970.00, 98.702420, 95.74134294, 96.062, $96.24, 0.185%, 14335106, 20977755.73, 652.48, 20345035370.38
12-Mar-2008, 96.95, $975.50, 98.701430, 96.28324143, 97.062, $96.65, -0.426%, 8162995, 20977755.73, 652.48, 20460188803.20
13-Mar-2008, 98.29, $995.00, 98.700690, 98.20718276, 98.261, $98.22, -0.042%, 14668257, 20977755.73, 652.48, 20869026335.76
14-Mar-2008, 98.70, $1003.50, 98.699760, 99.04520755, 98.956, $98.64, -0.320%, 17524411, 21007365.66, 653.40, 21076820166.46
17-Mar-2008, 99.22, $1011.25, 98.696680, 99.8070138, 99.010, $99.19, 0.181%, 26498872, 21342934.37, 663.83, 21578276397.15
18-Mar-2008, 96.44, $1006.75, 98.695500, 99.36169182, 96.933, $96.47, -0.480%, 20916744, 21342934.37, 663.83, 21481997770.75
19-Mar-2008, 93.15, $958.50, 98.693260, 94.59748868, 93.200, $93.14, -0.064%, 37274017, 20859337.40, 648.79, 19988449354.11
20-Mar-2008, 89.82, $925.75, 98.691260, 91.36343827, 89.823, $89.88, 0.063%, 28805658, 20484310.61, 637.13, 18957913440.40
21-Mar-2008, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
24-Mar-2008, 90.11, $925.75, 98.686940, 91.35943336, 90.293, $90.11, -0.203%, 14316957, 20385623.67, 634.06, 18865722987.51
25-Mar-2008, 92.74, $926.75, 98.685890, 91.4571508, 92.661, $92.72, 0.064%, 15833177, 20385623.67, 634.06, 18885901640.13
26-Mar-2008, 93.79, $946.75, 98.685530, 93.43052144, 94.210, $93.79, -0.448%, 12326954, 20385623.67, 634.06, 19293402676.62
27-Mar-2008, 93.42, $946.75, 98.684440, 93.42949754, 93.538, $93.44, -0.105%, 7553537, 20642203.21, 642.04, 19536107925.35
28-Mar-2008, 91.76, $934.25, 98.682900, 92.19449602, 91.829, $91.78, -0.053%, 8784234, 20642203.21, 642.04, 19277869118.57
31-Mar-2008, 90.39, $934.25, 98.679620, 92.11742635, 90.378, $90.39, 0.013%, 11152944, 20642203.21, 642.04, 19261753849.78
01-Apr-2008, 86.83, $887.75, 98.676500, 87.60005889, 86.919, $86.84, -0.091%, 23658452, 20642203.21, 642.04, 18317172314.50
02-Apr-2008, 89.32, $890.00, 98.675520, 87.82121486, 89.256, $89.27, 0.016%, 13526377, 20642203.21, 642.04, 18363416026.60
03-Apr-2008, 89.35, $896.50, 98.674760, 88.46192078, 89.187, $89.39, 0.227%, 9319513, 20642203.21, 642.04, 18497387634.16
04-Apr-2008, 90.23, $905.50, 98.674120, 89.34941519, 90.153, $90.21, 0.063%, 7225527, 20642203.21, 642.04, 18682962716.02
07-Apr-2008, 91.15, $926.50, 98.671950, 91.41956004, 91.002, $91.13, 0.140%, 8184582, 20642203.21, 642.04, 19115830005.27
08-Apr-2008, 90.33, $915.00, 98.670270, 90.28329881, 90.386, $90.34, -0.051%, 8184582, 20642203.21, 642.04, 18878237781.27
09-Apr-2008, 92.29, $917.00, 98.669220, 90.47967776, 92.182, $92.28, 0.106%, 10563995, 20635087.48, 641.82, 18919300619.15
10-Apr-2008, 91.77, $928.00, 98.668330, 91.56421214, 91.717, $91.75, 0.036%, 7755368, 20635087.48, 641.82, 19146076759.13
11-Apr-2008, 91.32, $927.75, 98.667250, 91.53853766, 91.342, $91.30, -0.046%, 6544612, 20635087.48, 641.82, 19140708223.77
14-Apr-2008, 91.10, $926.50, 98.663980, 91.41217298, 91.140, $91.10, -0.044%, 4674990, 20635087.48, 641.82, 19114285370.39
15-Apr-2008, 91.64, $929.75, 98.662970, 91.73189478, 91.594, $91.65, 0.061%, 6630252, 20635087.48, 641.82, 19181139198.13
16-Apr-2008, 93.26, $945.00, 98.662250, 93.23582319, 93.211, $93.24, 0.031%, 8465634, 20635087.48, 641.82, 19495610629.35
17-Apr-2008, 92.58, $946.00, 98.661190, 93.33348561, 92.558, $92.55, -0.009%, 6869559, 20635087.48, 641.82, 19516031840.16
18-Apr-2008, 90.56, $908.75, 98.659120, 89.65647719, 90.585, $90.59, 0.006%, 11366844, 20635087.48, 641.82, 18747169380.77
21-Apr-2008, 90.28, $918.50, 98.656180, 90.61570034, 90.344, $90.31, -0.038%, 11900374, 20635087.48, 641.82, 18947742940.33
22-Apr-2008, 90.25, $918.00, 98.655080, 90.5653652, 90.343, $90.23, -0.125%, 14043018, 20043157.00, 623.41, 18393825682.51
23-Apr-2008, 89.17, $898.50, 98.653330, 88.64001392, 89.315, $89.19, -0.140%, 18133799, 19668274.35, 611.75, 17665954763.37
24-Apr-2008, 87.23, $895.50, 98.652130, 88.34298539, 87.430, $87.26, -0.195%, 22797715, 19007305.08, 591.19, 17014859005.26
25-Apr-2008, 87.24, $891.50, 98.650890, 87.94726975, 87.301, $87.24, -0.070%, 11178208, 19007305.08, 591.19, 16938644153.95
28-Apr-2008, 87.88, $890.50, 98.647600, 87.84569147, 87.959, $87.93, -0.033%, 8007796, 19007305.08, 591.19, 16919080176.34
29-Apr-2008, 85.82, $880.00, 98.646040, 86.80851633, 85.935, $85.78, -0.181%, 14669630, 18662043.94, 580.45, 16415490442.39
30-Apr-2008, 86.79, $871.00, 98.644520, 85.91937595, 86.595, $86.62, 0.029%, 17662043, 18662043.94, 580.45, 16247353991.81
01-May-2008, 83.97, $853.00, 98.642500, 84.14205621, 84.117, $83.94, -0.211%, 17661682, 18662043.94, 580.45, 15911262829.02
02-May-2008, 84.63, $853.50, 98.641450, 84.19047794, 84.501, $84.58, 0.093%, 8741890, 18662043.94, 580.45, 15920419378.72
05-May-2008, 86.24, $853.50, 98.638210, 84.18771007, 86.264, $86.23, -0.039%, 7379471, 18662043.94, 580.45, 15919895973.39
06-May-2008, 86.57, $880.00, 98.638650, 86.80201086, 86.560, $86.61, 0.058%, 10755616, 18790274.18, 584.44, 16527102869.03
07-May-2008, 85.82, $868.25, 98.636890, 85.64148345, 85.759, $85.81, 0.059%, 7212602, 18987547.96, 590.57, 16477421407.50
08-May-2008, 87.16, $877.00, 98.636320, 86.50405435, 87.051, $87.21, 0.182%, 8607367, 18981086.77, 590.37, 16643380056.97
09-May-2008, 87.42, $876.00, 98.635220, 86.40445314, 87.367, $87.34, -0.031%, 9923915, 18981086.77, 590.37, 16624216785.00
12-May-2008, 86.99, $883.50, 98.632160, 87.1415116, 87.008, $86.99, -0.021%, 5009801, 18981086.77, 590.37, 16766026832.05
13-May-2008, 85.41, $865.00, 98.630600, 85.31547213, 85.410, $85.38, -0.035%, 7355168, 18981086.77, 590.37, 16414696837.80
14-May-2008, 85.20, $866.50, 98.629560, 85.46251699, 85.270, $85.23, -0.047%, 8645497, 18773964.69, 583.93, 16263516989.97
15-May-2008, 87.00, $881.25, 98.628900, 86.91671941, 86.995, $87.00, 0.006%, 9433431, 18773964.69, 583.93, 16540251704.13
16-May-2008, 89.17, $897.00, 98.628270, 88.46955935, 89.076, $89.14, 0.072%, 12067594, 18773964.69, 583.93, 16835757144.55
19-May-2008, 89.39, $906.50, 98.625330, 89.40385894, 89.359, $89.40, 0.046%, 5930941, 18773964.69, 583.93, 17013554356.26
20-May-2008, 90.90, $914.50, 98.624500, 90.19210708, 90.778, $90.94, 0.178%, 10674613, 18773964.69, 583.93, 17163557977.93
21-May-2008, 91.96, $923.00, 98.623700, 91.02967333, 91.971, $91.93, -0.045%, 11333299, 18773964.69, 583.93, 17322946835.21
22-May-2008, 90.92, $922.75, 98.622610, 91.00401237, 90.885, $90.94, 0.060%, 8863292, 19020521.22, 591.60, 17545573588.39
23-May-2008, 91.23, $927.50, 98.621690, 91.47161719, 91.279, $91.25, -0.032%, 6062290, 19020521.22, 591.60, 17635727793.80
26-May-2008, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
27-May-2008, 89.36, $906.75, 98.616550, 89.42055624, 89.312, $89.34, 0.031%, 7599457, 19020521.22, 591.60, 17240283243.47
28-May-2008, 89.14, $902.50, 98.615290, 89.00030072, 89.034, $89.11, 0.085%, 8103715, 19020521.22, 591.60, 17159257979.58
29-May-2008, 86.51, $883.00, 98.613350, 87.07559042, 86.538, $86.53, -0.009%, 12692798, 19217747.92, 597.73, 16962325009.97
30-May-2008, 87.38, $885.75, 98.612400, 87.34593095, 87.523, $87.45, -0.083%, 4943254, 19217747.92, 597.73, 17014987349.07
02-Jun-2008, 87.93, $888.25, 98.609280, 87.58969097, 87.954, $87.94, -0.016%, 5276290, 19217747.92, 597.73, 17062471801.62
03-Jun-2008, 86.88, $879.25, 98.607740, 86.70085719, 86.820, $86.84, 0.023%, 8394689, 19217747.92, 597.73, 16889326979.83
04-Jun-2008, 86.64, $883.50, 98.606880, 87.11918083, 86.631, $86.63, -0.001%, 7154943, 19217747.92, 597.73, 16970816424.88
05-Jun-2008, 86.43, $878.75, 98.605550, 86.64962598, 86.432, $86.46, 0.032%, 14121415, 19217747.92, 597.73, 16879347141.11
06-Jun-2008, 89.01, $890.50, 98.605100, 87.8078451, 88.907, $89.00, 0.104%, 17422366, 19211763.90, 597.55, 17104968225.36
09-Jun-2008, 87.93, $896.25, 98.601990, 88.37203444, 88.026, $87.98, -0.052%, 9171428, 19211763.90, 597.55, 17214872308.19
10-Jun-2008, 85.54, $878.00, 98.600470, 86.57121562, 85.501, $85.54, 0.046%, 13902950, 19211763.90, 597.55, 16864072803.30
11-Jun-2008, 87.02, $876.25, 98.599350, 86.39767851, 86.939, $87.00, 0.070%, 10150255, 19211763.90, 597.55, 16830267773.17
12-Jun-2008, 85.55, $862.25, 98.597880, 85.01602456, 85.676, $85.61, -0.077%, 9820658, 19458258.60, 605.21, 16773661639.97
